video_id,video_title,video_time,video_tag,video_views,next_page,end_date
dA84_gs8BzI,"Morning Routine!! ft. Blake Sleepover, Workout, Wardrobe & More",538,"amelie,Amelie zilber,clothing,style,vlog,healthy,workout,ab workout,cardio workout,small waist,small waist workout,tiktok,sway house,blake gray,blake and amelie,noah and dixie,bryce and addison,braddison,doah,noah beck,dixie damelio,addison rae,tik tok,style haul,haul,morning routine,routine,everyday,college",569522,CDIQAA,2021-03-12T00:00:00Z
d6EiKNjASpI,"HIP DIP WORKOUT | 15 MINUTES 🍑",970,"daisy keech,daisy keech try on haul,daisy keech try on,daisy keech youtube,try on haul,instagram model,daisy keech hype house,daisy keech clubhouse,daisy keech bubble workout,daisy keech workout,at home workout,hip dip workout,fix hip dips,how to grow your booty,booty workout,workout challenge,booty challenge,side booty exercises,remove hip dips,side booty,side booty workout,hip dip workout at home,how to get rid of hip dips,hip dips,hip dip",563079,CDIQAA,2021-03-12T00:00:00Z
w81CAok4NtY,"[Dance Workout] Aya Nakamura - Copines | MYLEE Cardio Dance Workout, Dance Fitness",202,"Aya Nakamura Copines,Aya Nakamura,Copines,cardio,dance,cardio dance,dance fitness,cardio dance fitness,dance workout,cardio dance workout,diet,dance diet,diet dance,zumba,zumba dance,home training,mylee,mylee dance,club dance,mylee dance workout,mylee choreography,mylee choreo,dance tutorial,dance practice,dance exercise,다이어트,다이어트댄스,다이어트 댄스,홈트,홈트레이닝,피트니스,줌바,살빠지는춤,마일리,마일리댄스,마일리 댄스,마일리 다이어트댄스,마일리 다이어트 댄스,댄스,춤,클럽댄스,클럽 댄스,댄스 강좌,댄스 배우기",494261,CDIQAA,2021-03-12T00:00:00Z
TuS9q72CuZQ,"Leading My Boyfriend On While Working Out...",1074,"leading my boyfriend on while working out,leading my boyfriend on prank,prank on boyfriend,leading my boyfriend on to see how he reacts,leading my girlfriend on prank,leading my girlfriend on to see how she reacts,leading my boyfriend on to see his reaction,leading my boyfriend on while he drives to see how he reacts,leading my boyfriend on while he drives,leading on prank,leading on,leading boyfriend on prank,prank gone wrong,leading on my boyfriend while working out",459478,CDIQAA,2021-03-12T00:00:00Z
z3Bzuz-CGcM,"GETTING MY GAINS BACK | SHOULDERS & CHEST WORKOUT",640,"OLYMPIA,CLASSIC PHYSIQUE,BODYBUILDING,CBUM,CHRIS BUMSTEAD,FULL DAY OF EATING,diet,meal prep,food,POSING,physique update,LEG DAY,quads,physique,update,back workout,training,lats,traps,thick back,build a wide back,cbum,olympia,classic physique,bodybuilding,fitness,vacuum pose,tips,advice,gains,shredded,get lean,lose body fat,ARM DAY,biceps,triceps,bench press,vlog,CHEST DAY",443499,CDIQAA,2021-03-12T00:00:00Z
YE8SqWkrzYs,"James Harden Shows love to LeBron James at Lakers Workout",348,"lakers,lakers vs Brooklyn,lakers workout,James Harden workout,James Harden,LeBron James,LeBron James workout,LeBron,LeBron James lakers,James Harden Brooklyn nets,Brooklyn nets workout",439097,CDIQAA,2021-03-12T00:00:00Z
9gCm1GIVgSs,"HOT Fitness Models Intense Home Gym Workout! Part 2",482,"fat loss,reduce cellulite,best exercise,toning,workouts for women,female fitness model,bikini model,big butt,rounder butt,arems workout,upper body workout,home workout,dumbbell workout,women workout motivation,female fitness motivation,fit legs,thigh thighsmhot legs",429974,CDIQAA,2021-03-12T00:00:00Z
GyjbLNvy2Dk,"OUR CRAZY WORKOUT SESSION🔥 | New Era of Aesthetics😍",615,"Yash anand,fit minds,singha,saket Gokhale,Siddhant rai Sikand,indian bodybuilding,indian bloggers,indian Vloggers,bodybuilding motivation,fitness motivation",409424,CDIQAA,2021-03-12T00:00:00Z
iU8goBbdJWw,"THE ULTIMATE FITNESS WORKOUT! | Arron Crascall",485,"Aaron CrascallFacebookervinerArron Crascall,Arron Crascall vine,Arron Crascall compilation,see ya later",431486,CDIQAA,2021-03-12T00:00:00Z
nmNCH-Ueq8E,"Indoor Fat Burning Walking Workout (Low Impact)",1293,"growwithjo,johanna sophia,growwithjo reviews,leslie sansone,leslie,walk at home,leslie 3 mile,leslie 1 mile,leslie 2 mile,walk away the pounds,3 mile walk,1 mile walk,leslie 5 mile,leslie 3 mil,walk,walking exercise,walking exercise for weight loss,one mile walk,walk at home 1 mile,1 mile happy walk,walk at home 3 mile,walking at home,lesli,walking workout,exercise,walk exercise,growwithjo walk,indoor walk growwithjo",401882,CDIQAA,2021-03-12T00:00:00Z
GrwLvDZQsSs,"indian army status Calisthenics motivation video hindi. | #short video Workout warriors",34,"indian army motivation,indian army motivation status,indian army status,indian army video,army lovers,Calisthenics motivation video,Calisthenics motivation indian,India Calisthenics motivation video,indian street workout,army training,army training workout,army status,army motivational video,army motivational video song",431271,CDIQAA,2021-03-12T00:00:00Z
2mkwIgukTuY,"15 MIN TOTAL CORE/AB WORKOUT (At Home No Equipment)",1044,"15 min abs,madfit abs,total core workout,at home abs,15 min total core,total core workout madfit,equipment free abs,maddie abs,at home abs workout,15 min abs workout,core workout,equipment free,equipment free abs workout,ab workout,home abs,abs workout,15 min abs at home,15 min ab workout at home,15 min total core workout at home,15 min total core workout,total core,abs,ab workout at home,at home no equipment workout,intense abs workout",381746,CDIQAA,2021-03-12T00:00:00Z
6H0c5KA8Hn8,"3 Minute Belly Flattening Ab Workout | Fupa, Obliques and Deep Core",285,,404577,CDIQAA,2021-03-12T00:00:00Z
-C53f_o1yYE,"20 YEAR STUDENT MONSTER BODYBUILDER 💪GYM WORKOUT | #SHORTS #FITNESS",31,,388758,CDIQAA,2021-03-12T00:00:00Z
OcHb2i2lKXQ,"Thick Fitness Models Home Workout for a Sexy Body!",871,"fat loss,reduce cellulite,best exercise,toning,workouts for women,big butt,big booty,thick thighs,thick legs,bikini model,female fitness model,hot girl,hot model,hot workout,sexy legs,sexy thighs,squats,women workout motivation,female fitness motivation,female workout,bikini model workout",356898,CDIQAA,2021-03-12T00:00:00Z
eB_i420iako,"6 BEST Foods to Eat Before a Workout",767,"best foods to eat pre workout,best foods to eat before a workout,best pre-workout foods,what to eat before a workout,what to eat before you train,favorite food to eat before the gym,pre-workout supplements,pre workout nutrition,how long before a workout should I eat,carbs before a workout,best pre workout carbs,best protein before workout,whey vs casein,pre workout meal for fat loss,pre workout foods for building muscle,best protein shake before workout",344020,CDIQAA,2021-03-12T00:00:00Z
XgI_p8bKg78,"Complete 20 Min ABS Workout | Follow Along",1420,"Complete 20 Min ABS Workout | Follow Along,ab workout,abs workout,abs,6PACK,beginners,workout,thenx,thenxapp,heria,heriapro,strength,calisthenics,fatburning,routine,6 PACK ABS For Beginners You Can Do,thenx.com,sixpack,highintensity,summer,best fat burning,loose stubborn belly fat,Calisthenics Workout,Chris Heria,Transformation,ChrisHeria.com,Thenx Shop,officialthenx,build muscle,street workout,bodyweight training,10 Minute Home Workout For 6 Pack Abs + Fat Burning",349974,CDIQAA,2021-03-12T00:00:00Z
pM_J8dETnQA,"Hottie Bootcamp - Booty Workout [Episode 8]",356,"Megan Thee Stallion,Houston,Hip Hop,Hottie Bootcamp Booty Workout,Hottie Bootcamp - Booty Workout,hottie bootcamp,boot camp,bootcamp,hotties,hot girl summer,hot girl meg,tina snow,hot girl,hottie bootcamp booty workout,workout,megan hottie summmer,megan thee stallion hottie,megan thee stallion hottie bootcamp,hottie bootcamp megan thee stallion,hottie megan thee stallion,booty workout,lower body workout,anaerobic workout megan thee stallion",328469,CDIQAA,2021-03-12T00:00:00Z
lO-HpdUSoD8,"MASTER - VAATHI COMING ZUMBA  - FULL BODY WORKOUT/DANCE",236,"VAATHI COMING,VIJAY SONGS,MASTER THE BLASTER,VIJAY SETHUPATHI,ARYA BALAKRISHNAN,ZUMBA,ZIN,ZUMBA ROUTINE,EASY ZUMBA,CHENNAI,INDIAN",332796,CDIQAA,2021-03-12T00:00:00Z
p3K0c3cGuq0,"Extreme HIIT Cardio Workout // No Repeats (No Equipment)",1694,"hiit cardio workout no repeats,hiit cardio,cardio,hiit,hiit workout,cardio workout,no repeats workout,hiit with no repeats,no repeats cardio,hiit exercises,cardio exercises,heather robertson,heather robinson,hitt workout,hitt,workout with no repeats,cardio workout at home,home workout,workout,at home hiit workout,hiit workout from home,no equipment hiit workout,no weights workout,workout with no equipment,20 minute workout,workouts for women,fitness",327504,CDIQAA,2021-03-12T00:00:00Z
WjSw4WbNg9g,"Korean Fitness Model "" Trang Tracy "" Full Body Workout | 10 Exercises For Toned Body",487,"Workout Nation,songyuxin_hitomi,Chinese Fitness Model,Fitness Model,complete beginners guide,beginners guide to the gym,how to train legs,leg workout for women,how to grow your booty,legs and booty gym workout,how to use machines at the gym,how to deadlift,strength training,gym workout,gym exercises,home workout,total body,total body workout,모든 신체 활동을,체육관,tiktok,hot tiktok,gái xinh tiktok,tiktok gym,Douyin,trang lê,trang tracy,trang lê fitness",334593,CDIQAA,2021-03-12T00:00:00Z
dRkB0iH3eAY,"THE PERFECT WORKOUT W/ EMMA BROOKS MCALLISTER",1224,"fit girl,how to get girls,model workout,training,emma mcallister,mansion,pool party,perfect workout,fit girls,fitgirl,training fit girls,model,anna banana,tiktoker,tik toker,tik tok workout,workout motivation,will tennyson,jesse james west,david laid,greg doucette,connor murphy,training olivia ponton,bradley martyn,tiktok complanition,tiktok girls,how to lose fat,fat loss workout,leg day,workout,fitness,bodybuilding,bodybuilder,fat loss,emma,diet",307668,CDIQAA,2021-03-12T00:00:00Z
3K6zQ0OMAf0,"Apple Bottom: The ULTIMATE Dance Booty Workout // City Girls, Destiny’s Child, Nicki Minaj & more",1334,,305756,CDIQAA,2021-03-12T00:00:00Z
Jgl-ztKglPU,"What Workout BURNS THE MOST CALORIES!? The Ultimate Workout Experiment!",2250,"calories,how to burn calories,fat loss,weight loss,burning fat,body transformation,abs,shredded,lose fat,best workout,cardio,pilates,boxing,functional training,ab exercise,ab workout,booty,leg workout,lean legs,heart rate monitor,heart rate,workout split,workout program,workout routine",298708,CDIQAA,2021-03-12T00:00:00Z
becKFgwci0U,"LOSE 3KG IN 15 DAYS WORKOUT: Reduce Body Fat At Home | Zumba Class",3040,"Zumba Class,lose weight,reduce body fat,reduce weight,workout for women,weight loss exercises,simple exercises,simple workout,15 day workout,best workout,best exercises,weight loss tips,weight loss workout,weight loss motivation,weight loss after pregnancy,aerobics workout for weight loss,lose weight challenge,Mira Pham Workout,weight loss challenge for obese people,Reduce Body Fat At Home,LOSE 3KG IN 15 DAYS WORKOUT,lose 3kg at home mira pham",299710,CDIQAA,2021-03-12T00:00:00Z
rT2A0uzszN0,"WORKOUT WITH MY MOM | Biceps & Abs | Ep 1",769,"Guruji,New video,Fitness,Workout with mom,Workout,New workout video,Olympia,Competition practice,Competition,New competition,Mens,physique,Mens physique,How to,How to get,Where is,Why is,What to,What to do,How to get abs,How to get big biceps,Big biceps,Big triceps,Yash anand,Flying beast,Mr mukesh,Leg workout,Honey singh,Icc,New punjabi,Meghnge suit,India vs England,Aakash gupta,Subscribe,Yt,How to push up,Best way to get,Best way to do",293027,CDIQAA,2021-03-12T00:00:00Z
kFNUZSLAzwY,"Lower Body Workout In Bed | LEGS + BUTT + SADDLE BAGS Fat Loss Workout In 7 Days Challenge",715,"bed workout,leg workout,leg workout at home,workout in bed,weight loss workout,fat loss workout,fat loss workout for women,fat loss workout at home,weight loss exercises,leg and butt workout,leg and butt workout at home,saddle bag workout,get rid of leg fat workout,get rid of leg fat in one week,weight loss,how to lose weight fast,women workout at home,saddle bag workouts for women,lose saddlebags fat,gatello workout,lower body workout",268204,CDIQAA,2021-03-12T00:00:00Z
W5Pc6ewMT80,"THICK Fitness Models Bikini Beach Workout in the Sun!",586,"fat loss,reduce cellulite,best exercise,toning,workouts for women,big butt,bigger butt,big glutes,wide hips,thick legs,female fitness motivation,womens workout motivation,bikini workout,bikini model working out,thick bikini model,thick girl,hot workout,legs workout,legs exercises,squats,squatting,bodyweight workout,quick workout,instagram model,social media model",263555,CDIQAA,2021-03-12T00:00:00Z
phpxW-4FhnE,"A FULL WEEK OF WORKOUTS! My Current Workout Routine",1148,"fitness,exercise,gym,gymshark,workout,workoutvideo,abs,workoutroutine,weekofworkouts,booty,bootyworkout,legworkout,bikini,summerbody,weightloss,fatloss,health,healthy,healthyeating,healthyfood,food,whatieat,blogger,vlog,lifestyle,travel,beauty,makeup,fashion,ootd,haul,clothinghaul,gymsharkhaul,highstreethaul,routine,FULL WEEK OF WORKOUTS,LEG WORKOUT,BOOTY WORKOUT,GLUTE WORKOUT",263024,CGQQAA,2021-03-12T00:00:00Z
cBezCedkJnI,"Tiesto - The Business ABS WORKOUT ROUTINE",176,"tiesto,tiesto the business,the business,tiesto business,let's get down to business,abs challenge,the business dance,tiesto dance,the business workout,tiesto workout,madfit abs challenge,madfit abs song,madfit song workout,workout at home,abs,the business tiesto,tiësto,dj tiesto,abs workout at home,abs at home,abs workout routine,abs workout challenge,song workout,workout challenge,abs workout challenge at home,tiesto new song",263502,CGQQAA,2021-03-12T00:00:00Z
wEl6-FbN8tQ,"The Weeknd - Save Your Tears FULL BODY WORKOUT ROUTINE",235,"the weeknd save your tears,save your tears the weeknd,the weeknd,The,Weeknd,Save,Tears,Save Your Tears,Save Your Tears Workout,the weeknd workout,the weekend save your tears workout,the weekend,the weekend save your tears,Weekend,The Weekend,After Hours,full body workout,full body cardio workout,cardio workout,no equipment,no equipment workout,madfit the weeknd,madfit save your tears,madfit song workout,save your tears dance,save your tears dance workout",254343,CGQQAA,2021-03-12T00:00:00Z
GW5MLOUja6E,"INTENSE 6 PACK ABS in 14 Days (fat burn) | 5 minute Home Workout",402,"home workout,home exercise,from home workout,at home workout,workout challenge,abs exercises,lose fat,abs workout,lose belly fat,flat stomach,how to lose belly fat,exercises to lose belly fat,flat stomach workout,get a flat stomach,lilly sabri,fat burn,abs home workout,abs workout challenge,belly fat,belly fat loss,abs results,lose stubborn lower belly fat,lose belly fat workout,6 pack abs,6 pack workout,flat abs workout,abs,intense abs,ab",260975,CGQQAA,2021-03-12T00:00:00Z
9vRgj2bDzVo,"बिना Gym ये Machine आपको पहलवान बना देगी || Full Body Workout Machine",847,"How to make,full body massager,full body workout machine,home workouts,vibration machine,weight loss machine,no gym full body workout at home,how to loss weight with vibration machine,vajan kam karne ka tarika,homemade gym workout,homemade gym machine,Samar experiment",248885,CGQQAA,2021-03-12T00:00:00Z
mnjYds07Wm8,"12 MIN FULL BODY HIIT WORKOUT (High Intensity Fat Burn)",843,"full body workout,home workout,hiit,full body hiit,12 min hiit,12 min hiit workout,hiit workout at home,full body workout at home,madfit hiit,madfit full body,fat burn workout at home,fat burning workout,fat burn,fat burn workout,full body workout for beginner,full body workout with dumbbells,hiit workout,high intensity workout,high intensity workout at home,at home hiit,at home hiit workout",242944,CGQQAA,2021-03-12T00:00:00Z
1yNkKqcvurk,"Can a Guy Survive a Female Bodybuilder's Brutal Workout?",581,"Walsh,brandon,kennedy,claudia,family",240302,CGQQAA,2021-03-12T00:00:00Z
vE9CBjpNjPs,"POWER Pilates Workout // HIIT Fusion",2120,"power pilates workout hiit fusion,pilates workout,pilates hiit workout,hiit pilates workout,pilates exercises,hiit,hitt pilates,heather robertson,no equipment workout,no equipment pilates,mat pilates,mat workout,no talking workout,pilates workout from home,home workout,workout,pilates class,pilates training,pilates fusion workout,fusion workout,hiit fusion,pilates,body weight workout,workouts for women,at home workout,living room workout,#withme,hitt",240942,CGQQAA,2021-03-12T00:00:00Z
T1cio6MJ7Fs,"20 MIN BOOTY / LEG WORKOUT - weights & booty band (grow your booty)",1366,"20 min booty workout,grow your booty,grow your glutes,20 min leg workout,20 min booty workout with weights,booty workout with weights,leg workout with weights,booty band workout,20 min booty band workout,mini band workout,loop band workout,madfit dumbbell workout,madfit booty workout,20 min booty workout at home,booty workout,at home workout,leg workout,legs workout,booty building workout,20 minute booty workout,20 minute leg workout",239053,CGQQAA,2021-03-12T00:00:00Z
-Xg2DjVURQA,"40 MIN KILLER HIIT WORKOUT - Full Body, No Equipment, Circuit Training - (HIIT IT HARDER DAY 1)",2447,"40 MIN KILLER HIIT WORKOUT,killer hiit workout,growingannanas,home workout,intense hiit,workout of the day,fett verbrennen workout,home workout crossfit,no talking workout,fat burning workout,no equipment hiit,body weight workout,full body crossfit workout at home,hiititharderchallenge,hiit challenge,home workout transformation,total body hiit,hiit workout at home,home workout without equipment,workout challenge,no equipment full body workout",241606,CGQQAA,2021-03-12T00:00:00Z
HLDRwI4OnQU,"Power Hour!! 60MIN NO REPEAT Workout (Full Body // Dumbbells)",4096,"1 hour no repeats workout,1 hour workout with weights,60 minute workout with dumbbells,dumbbell only workout,1 hour workout no repeats,no repeat workout,1 hour hiit,60 minute hiit,heather robertson,workout from home,home workout,1 hour workout,workout with no repeats,power hour,strength and cardio workout,hiit workout,workouts for women,at home workout,full body workout,total body workout,full body workout with dumbbells,dumbbell workout,workout,hiit",239677,CGQQAA,2021-03-12T00:00:00Z
JMmVbjS1-8I,"My Workout Vlog| Vijay Viruz",501,"vz gang,vijay viruz,vijay vz,vijay kumar,eruma saani vijay,eruma saani,vijay kumar eruma saani,vijay viruz comedy,vijay virus",235069,CGQQAA,2021-03-12T00:00:00Z
udJNDuXYw-k,"30 MIN HARDCORE HIIT - Monday Madness Workout - HIIT Circuit Training, Full Body, No Equipment",2440,"30 MIN MONDAY MADNESS WORKOUT,growingannanas hiit,military monday hiit,home workout,fett verlieren,workout of the day,30 min hiit workout,full body hiit workout no equipment,cardio workout,30 minute workout,workout of the day crossfit,how to get a six pack,intense hiit cardio,intense hiit workout,hiit workout fitness blender,hiit workout 30 minutes,hiit workout no equipment,home workout routines,no talking workout,body weight workout,hardcore hiit",232055,CGQQAA,2021-03-12T00:00:00Z
1Hk6XlfB1Ds,"DEADLIFT WORKOUT | MY CURRENT GOALS",769,"OLYMPIA,CLASSIC PHYSIQUE,BODYBUILDING,CBUM,CHRIS BUMSTEAD,FULL DAY OF EATING,diet,meal prep,food,POSING,physique update,LEG DAY,quads,physique,update,back workout,training,lats,traps,thick back,build a wide back,cbum,olympia,classic physique,bodybuilding,fitness,vacuum pose,tips,advice,gains,shredded,get lean,lose body fat,ARM DAY,biceps,triceps,bench press,vlog,CHEST DAY",227034,CGQQAA,2021-03-12T00:00:00Z
BKyvTYuxWZE,"DUMBBELL ONLY LOWER CHEST WORKOUT AT HOME | NO BENCH NEEDED!",540,"lower chest workout with dumbbells,lower chest workout at home with dumbbells,lower chest workout at home,lower chest workout with dumbbells only,lower chest workout no bench,dumbbell lower chest workout no bench,dumbbell lower chest workout,dumbbell chest workout,home chest workout with dumbbells,lower chest fly dumbbell,dumbbell lower chest exercises,midas the mvmt,midas the mvmt chest,lower chest muscle workout,dumbbell only lower chest workout",239540,CGQQAA,2021-03-12T00:00:00Z
